,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,lon,lat
506,Italy,2008,ITA,59224228.0,2115287121920.0,16.127,0.272,478.869,-11.698,-2.385,434.901,-29.651,-6.383,7.343,0.206,0.206,8.086,0.226,0.227,68.139,1.151,616.0,10.401,0.291,829.254,20266.055,20309.658,4117.739,64.571,3624.98,311.77,11530.875,98.636,35659.477,0.998,2.596,0.044,167.142,2.822,8.839,8.253,-43.968,-0.742,49.35,0.833,18.66,0.315,219.441,3.705,0.092,5.424,2111.905,1.41,1.492,1.184,0.516,3.187,1.586,1.038,0.669,0.484,2.204,0.046,2.545,1.661,0.694,2.85,-0.947,1.95,2.089,0.958,0.002,0.009,0.012,0.001,488.78,523.49,137.132,28.637,12.56738,41.87194
507,Italy,2009,ITA,59562844.0,2013344956416.0,13.341,0.224,424.694,-54.174,-11.313,395.163,-39.738,-9.137,6.634,0.196,0.2,7.13,0.211,0.215,52.388,0.88,564.632,9.48,0.28,842.595,20690.75,20704.818,4170.127,66.802,3779.014,282.238,11729.618,102.594,33102.941,0.979,2.232,0.037,154.034,2.586,7.966,7.383,-29.532,-0.496,48.74,0.818,17.37,0.292,198.742,3.337,0.066,3.958,1971.705,1.135,1.346,1.08,0.402,3.098,1.58,1.039,0.664,0.487,2.22,0.041,2.528,1.66,0.588,2.678,-0.587,1.807,1.625,0.956,0.002,0.009,0.013,0.001,439.76,474.47,139.937,32.95,12.56738,41.87194
508,Italy,2010,ITA,59822452.0,2061694140416.0,13.276,0.222,436.117,11.423,2.69,391.343,-3.819,-0.966,6.542,0.19,0.192,7.29,0.212,0.214,58.218,0.973,602.896,10.078,0.292,855.871,21126.867,21096.164,4228.345,69.179,3943.361,237.464,11923.406,106.706,34046.293,0.988,2.377,0.04,164.347,2.747,8.075,7.495,-44.774,-0.748,48.99,0.819,16.82,0.281,193.788,3.239,0.069,4.111,2036.733,1.058,1.307,1.024,0.418,3.008,1.573,1.039,0.658,0.491,2.235,0.034,2.508,1.66,0.623,2.653,-0.926,1.706,1.672,0.953,0.002,0.01,0.013,0.001,448.37,483.09,166.778,38.242,12.56738,41.87194
509,Italy,2011,ITA,60025952.0,2088117207040.0,12.583,0.21,424.256,-11.861,-2.72,389.778,-1.565,-0.4,6.493,0.187,0.195,7.068,0.203,0.212,65.439,1.09,581.382,9.686,0.278,868.454,21551.125,21485.941,4293.784,71.794,4096.361,202.986,12109.842,110.889,33284.145,0.957,2.615,0.044,153.0,2.549,7.871,7.294,-34.478,-0.574,46.59,0.776,16.28,0.271,186.435,3.106,0.07,4.183,1997.912,0.932,1.23,0.988,0.444,2.914,1.564,1.038,0.654,0.496,2.241,0.029,2.488,1.655,0.706,2.403,-0.695,1.637,1.522,0.949,0.002,0.01,0.013,0.001,437.82,472.47,157.126,37.036,12.56738,41.87194
510,Italy,2012,ITA,60190152.0,2029244776448.0,10.071,0.167,403.697,-20.559,-4.846,355.479,-34.299,-8.8,5.906,0.175,0.183,6.707,0.199,0.208,66.959,1.112,528.568,8.782,0.26,878.526,21954.82,21841.42,4360.743,74.322,4244.075,154.767,12282.521,114.634,32295.605,0.958,2.528,0.042,147.714,2.454,7.547,6.972,-48.218,-0.801,47.28,0.786,16.75,0.278,172.68,2.869,0.062,3.745,1943.877,0.727,1.153,0.892,0.449,2.817,1.554,1.035,0.649,0.501,2.242,0.022,2.465,1.643,0.665,2.272,-0.999,1.496,1.356,0.944,0.002,0.01,0.013,0.001,419.63,454.26,124.872,30.932,12.56738,41.87194
511,Italy,2013,ITA,60312600.0,1994213294080.0,8.877,0.147,369.68,-34.017,-8.426,322.304,-33.174,-9.332,5.344,0.162,0.173,6.129,0.185,0.199,57.782,0.958,491.275,8.145,0.246,887.403,22324.5,22163.725,4418.525,77.024,4381.776,107.392,12441.703,118.069,30816.119,0.932,2.702,0.045,137.701,2.283,7.002,6.427,-47.376,-0.785,45.13,0.748,16.57,0.275,159.183,2.639,0.057,3.435,1858.6,0.615,1.047,0.807,0.385,2.72,1.542,1.031,0.643,0.506,2.237,0.015,2.44,1.623,0.697,2.105,-1.024,1.369,1.168,0.938,0.002,0.01,0.013,0.001,387.64,422.3,121.596,32.892,12.56738,41.87194
512,Italy,2014,ITA,60322792.0,1996478611456.0,8.339,0.138,349.39,-20.289,-5.488,301.209,-21.095,-6.545,4.993,0.151,0.171,5.792,0.175,0.198,55.837,0.926,474.485,7.866,0.238,895.742,22673.891,22464.934,4474.362,79.525,4503.366,59.21,12599.541,121.356,29214.83,0.883,2.501,0.041,121.589,2.016,6.674,6.099,-48.182,-0.799,44.08,0.731,16.2,0.269,157.836,2.617,0.055,3.288,1762.32,0.556,0.982,0.744,0.371,2.624,1.528,1.026,0.637,0.509,2.224,0.008,2.415,1.602,0.645,1.827,-0.98,1.351,1.078,0.932,0.002,0.01,0.013,0.001,367.92,402.58,125.095,35.804,12.56738,41.87194
513,Italy,2015,ITA,60232908.0,2012113928192.0,8.196,0.136,361.163,11.773,3.37,318.184,16.976,5.636,5.283,0.158,0.176,5.996,0.179,0.199,53.063,0.881,455.583,7.564,0.226,903.938,23035.055,22783.117,4527.425,82.099,4636.122,16.232,12761.073,124.397,30065.109,0.9,2.574,0.043,132.756,2.204,6.877,6.302,-42.979,-0.714,44.85,0.745,16.33,0.271,161.533,2.682,0.05,3.04,1810.909,0.567,1.016,0.777,0.361,2.541,1.516,1.021,0.632,0.513,2.215,0.002,2.392,1.579,0.671,1.956,-0.798,1.354,1.004,0.925,0.002,0.01,0.014,0.001,379.58,414.25,94.42,26.143,12.56738,41.87194
514,Italy,2016,ITA,60118628.0,2026955079680.0,7.68,0.128,358.183,-2.981,-0.825,320.37,2.186,0.687,5.329,0.158,0.176,5.958,0.177,0.197,48.559,0.808,441.957,7.351,0.218,911.618,23393.236,23103.488,4575.984,84.288,4776.914,-21.581,12917.088,127.345,30224.332,0.896,2.189,0.036,140.792,2.342,6.816,6.603,-37.812,-0.629,44.73,0.744,16.32,0.271,156.015,2.595,0.049,2.948,1817.045,0.516,1.008,0.8,0.338,2.46,1.505,1.017,0.626,0.514,2.209,-0.003,2.368,1.557,0.578,2.019,-0.835,1.298,0.982,0.92,0.002,0.01,0.014,0.001,396.95,409.77,83.774,23.389,12.56738,41.87194
515,Italy,2017,ITA,60004024.0,2060761825280.0,7.711,0.129,352.735,-5.447,-1.521,311.186,-9.184,-2.867,5.186,0.151,0.169,5.879,0.171,0.192,42.04,0.701,446.571,7.442,0.217,919.33,23745.973,23414.674,4618.024,86.639,4925.672,-63.131,13065.865,130.442,30635.631,0.892,2.351,0.039,148.758,2.479,6.741,6.529,-41.55,-0.692,44.88,0.748,16.21,0.27,148.778,2.479,0.052,3.097,1838.261,0.511,0.977,0.77,0.29,2.384,1.493,1.013,0.619,0.516,2.205,-0.009,2.342,1.538,0.6,2.082,-0.959,1.215,1.025,0.913,0.002,0.011,0.014,0.001,391.74,404.5,93.835,26.602,12.56738,41.87194
516,Italy,2018,ITA,59877432.0,2077209133056.0,7.757,0.13,349.005,-3.73,-1.058,306.429,-4.756,-1.528,5.118,0.148,0.165,5.829,0.168,0.188,39.424,0.658,451.11,7.534,0.217,927.086,24094.977,23721.104,4657.448,88.934,5069.344,-105.706,13218.564,133.6,30957.242,0.892,2.295,0.038,143.672,2.399,6.647,6.433,-42.576,-0.711,44.59,0.745,15.39,0.257,152.698,2.55,0.053,3.159,1853.64,0.494,0.948,0.747,0.267,2.31,1.481,1.008,0.613,0.517,2.195,-0.014,2.319,1.521,0.557,1.908,-1.018,1.245,1.044,0.907,0.002,0.011,0.014,0.001,385.22,398.03,102.105,29.256,12.56738,41.87194
517,Italy,2019,ITA,59727936.0,,7.912,0.132,339.233,-9.772,-2.8,297.39,-9.039,-2.95,4.979,,0.163,5.68,,0.186,30.658,0.513,433.97,7.266,,934.998,24434.211,24018.494,4688.106,91.691,5216.102,-147.549,13366.68,136.634,30491.9,,2.756,0.046,146.758,2.457,6.513,6.298,-41.843,-0.701,44.36,0.743,15.35,0.257,148.116,2.48,0.051,3.033,1821.218,0.489,0.915,0.714,0.208,2.239,1.468,1.003,0.605,0.52,2.186,-0.02,2.295,1.503,0.628,1.919,-0.918,1.2,0.989,0.9,0.002,0.011,0.014,0.001,376.19,389.0,94.737,27.927,12.56738,41.87194
518,Italy,2020,ITA,59500576.0,,7.059,0.119,302.279,-36.955,-10.894,262.231,-35.159,-11.823,4.407,,0.159,5.08,,0.184,22.27,0.374,388.822,6.535,,942.057,24736.49,24280.723,4710.376,93.803,5356.903,-187.597,13493.964,139.386,27655.391,,2.113,0.036,140.801,2.366,,,-40.048,-0.673,,,,,127.284,2.139,0.046,2.753,1645.512,0.431,0.857,0.667,0.157,2.171,1.455,0.998,0.597,0.52,2.176,-0.025,2.273,1.485,0.518,1.863,-0.987,1.137,0.929,0.894,0.002,0.011,0.014,0.001,,,86.543,28.63,12.56738,41.87194
519,Italy,2021,ITA,59240336.0,,7.059,0.119,328.687,26.409,8.737,290.692,28.461,10.853,4.907,,0.165,5.548,,0.186,24.0,0.405,,,,949.116,25065.178,24571.414,4734.375,95.916,5507.859,-225.592,13635.771,142.139,29799.562,,2.113,0.036,150.956,2.548,,,-37.996,-0.641,,,,,141.807,2.394,0.046,2.753,1765.336,0.422,0.885,0.708,0.16,2.106,1.443,0.993,0.589,0.52,2.168,-0.03,2.252,1.468,0.507,1.906,-0.965,1.198,0.929,0.887,0.002,0.011,0.014,0.001,,,,,12.56738,41.87194
520,Japan,1970,JPN,105416840.0,1615677620224.0,28.267,0.268,767.963,114.748,17.567,805.482,108.812,15.619,7.641,0.499,0.246,7.285,0.475,0.235,229.264,2.175,,,,298.872,10293.506,15197.258,7023.937,0.04,48.79,5172.139,2921.868,,31032.793,2.025,0.04,0.0,7.676,0.073,,,37.519,0.356,,,,,502.715,4.769,,,3271.379,9.801,5.155,4.131,4.025,7.017,2.425,1.658,2.384,0.002,0.204,1.042,2.964,,0.015,0.429,0.816,7.392,,1.444,0.002,0.006,0.009,0.0,,,,,138.252924,36.204824
521,Japan,1971,JPN,106789360.0,1691571322880.0,29.27,0.274,796.544,28.581,3.722,828.678,23.195,2.88,7.76,0.49,0.238,7.459,0.471,0.229,206.385,1.933,,,,328.141,11090.05,16025.935,7230.322,0.081,56.883,5204.272,3474.624,,32622.006,2.059,0.04,0.0,8.094,0.076,,,32.133,0.301,,,,,552.756,5.176,,,3483.683,9.649,5.137,4.125,3.621,7.192,2.52,1.711,2.407,0.003,0.22,1.039,3.285,,0.013,0.419,0.701,7.674,,1.479,0.002,0.007,0.009,0.0,,,,,138.252924,36.204824
522,Japan,1972,JPN,108220400.0,1833991405568.0,32.53,0.301,852.17,55.626,6.983,879.137,50.46,6.089,8.124,0.479,0.241,7.874,0.465,0.234,200.216,1.85,,,,360.671,11942.221,16905.072,7430.537,0.158,64.867,5231.239,4085.988,,33721.758,1.99,0.077,0.001,7.984,0.074,,,26.967,0.249,,,,,611.364,5.649,,,3649.382,10.117,5.251,4.223,3.517,7.384,2.618,1.766,2.428,0.005,0.233,1.035,3.598,,0.022,0.389,0.587,7.872,,1.513,0.002,0.007,0.01,0.0,,,,,138.252924,36.204824
523,Japan,1973,JPN,109679472.0,1981290119168.0,38.192,0.348,914.265,62.095,7.287,940.133,60.996,6.938,8.572,0.475,0.232,8.336,0.461,0.226,214.385,1.955,,,,398.863,12856.486,17845.205,7644.922,0.238,75.449,5257.107,4737.013,,36916.078,2.044,0.081,0.001,10.582,0.096,,,25.868,0.236,,,,,651.026,5.936,,,4048.936,11.216,5.351,4.366,3.657,7.634,2.716,1.823,2.451,0.007,0.251,1.031,3.89,,0.02,0.48,0.582,7.914,,1.548,0.002,0.008,0.01,0.0,,,,,138.252924,36.204824
524,Japan,1974,JPN,111100024.0,1957033279488.0,35.613,0.321,914.306,0.041,0.004,936.217,-3.916,-0.417,8.427,0.478,0.23,8.23,0.467,0.225,229.191,2.063,,,,434.476,13770.792,18781.422,7874.113,0.3,89.61,5279.018,5372.292,,36618.078,2.079,0.062,0.001,14.161,0.127,,,21.911,0.197,,,,,635.279,5.718,,,4068.27,10.443,5.373,4.387,3.907,7.806,2.808,1.878,2.478,0.007,0.277,1.026,4.136,,0.016,0.627,0.507,7.835,,1.581,0.003,0.008,0.011,0.0,,,,,138.252924,36.204824
525,Japan,1975,JPN,112411640.0,2017465073664.0,31.796,0.283,868.511,-45.796,-5.009,886.428,-49.789,-5.318,7.886,0.439,0.228,7.726,0.43,0.223,213.422,1.899,,,,466.272,14639.303,19667.85,8087.535,0.41,106.765,5296.935,5978.32,,34575.215,1.927,0.11,0.001,17.155,0.153,,,17.917,0.159,,,,,606.028,5.391,,,3886.657,9.376,5.093,4.137,3.535,7.896,2.885,1.925,2.498,0.009,0.309,1.021,4.335,,0.033,0.761,0.41,7.539,,1.608,0.003,0.008,0.011,0.0,,,,,138.252924,36.204824
526,Japan,1976,JPN,113624872.0,2097612062720.0,33.226,0.292,907.145,38.634,4.448,922.753,36.326,4.098,8.121,0.44,0.229,7.984,0.432,0.225,208.383,1.834,,,,499.498,15546.447,20590.602,8295.917,0.502,127.449,5312.544,6623.082,,35455.48,1.921,0.092,0.001,20.683,0.182,,,15.609,0.137,,,,,644.761,5.674,,,4028.624,9.382,5.042,4.139,3.327,7.98,2.959,1.972,2.513,0.011,0.345,1.016,4.522,,0.023,0.867,0.363,7.549,,1.635,0.003,0.009,0.012,0.0,,,,,138.252924,36.204824
527,Japan,1977,JPN,114761520.0,2189767606272.0,35.235,0.307,933.238,26.093,2.876,947.014,24.261,2.629,8.252,0.432,0.233,8.132,0.426,0.23,204.52,1.782,,,,534.733,16479.684,21537.617,8500.437,0.605,152.133,5326.32,7291.777,,35349.859,1.853,0.103,0.001,24.684,0.215,,,13.777,0.12,,,,,668.696,5.827,,,4056.803,9.501,5.044,4.134,3.187,8.065,3.03,2.019,2.526,0.012,0.386,1.01,4.695,,0.027,1.011,0.313,7.563,,1.661,0.003,0.009,0.012,0.0,,,,,138.252924,36.204824
528,Japan,1978,JPN,115809520.0,2305153040384.0,40.74,0.352,901.59,-31.648,-3.391,915.33,-31.684,-3.346,7.904,0.397,0.217,7.785,0.391,0.213,174.739,1.509,,,,575.473,17381.275,22452.947,8675.177,0.707,186.637,5340.06,7943.282,,36491.078,1.833,0.103,0.001,34.504,0.298,,,13.74,0.119,,,,,651.504,5.626,,,4226.014,10.322,4.726,3.928,2.675,8.192,3.088,2.06,2.529,0.013,0.445,1.004,4.83,,0.026,1.353,0.325,7.113,,1.682,0.003,0.01,0.013,0.0,,,,,138.252924,36.204824
529,Japan,1979,JPN,116765512.0,2431613140992.0,41.985,0.36,953.071,51.481,5.71,961.682,46.352,5.064,8.236,0.395,0.219,8.162,0.392,0.217,190.938,1.635,,,,617.458,18334.348,23414.629,8866.114,0.806,227.527,5348.67,8622.44,,37622.473,1.807,0.099,0.001,40.89,0.35,,,8.61,0.074,,,,,679.159,5.816,,,4393.007,10.499,4.858,4.062,2.791,8.317,3.147,2.102,2.534,0.014,0.509,0.998,4.963,,0.027,1.521,0.212,7.321,,1.705,0.003,0.01,0.013,0.0,,,,,138.252924,36.204824
530,Japan,1980,JPN,117624200.0,2500143611904.0,41.901,0.356,944.869,-8.203,-0.861,952.087,-9.595,-0.998,8.094,0.381,0.223,8.033,0.378,0.222,224.299,1.907,,,,659.359,19279.215,24366.715,9090.413,0.883,275.459,5355.889,9253.1,,36254.539,1.706,0.077,0.001,47.932,0.408,,,7.218,0.061,,,,,630.659,5.362,,,4264.411,10.407,4.845,4.037,3.193,8.424,3.202,2.142,2.547,0.014,0.581,0.992,5.065,,0.024,1.738,0.177,7.045,,1.725,0.003,0.01,0.014,0.001,,,,,138.252924,36.204824
531,Japan,1981,JPN,118385728.0,2579316867072.0,40.261,0.34,926.836,-18.033,-1.909,932.551,-19.535,-2.052,7.877,0.362,0.222,7.829,0.359,0.22,247.358,2.089,,,,699.621,20206.051,25299.268,9337.771,0.956,324.051,5361.604,9843.65,,35516.242,1.63,0.073,0.001,48.592,0.41,,,5.716,0.048,,,,,590.551,4.988,,,4204.616,9.997,4.869,3.981,3.531,8.501,3.253,2.179,2.566,0.015,0.645,0.985,5.147,,0.031,1.739,0.13,6.907,,1.744,0.003,0.011,0.014,0.001,,,,,138.252924,36.204824
532,Japan,1982,JPN,119098144.0,2658129674240.0,38.152,0.32,897.408,-29.428,-3.175,904.113,-28.438,-3.05,7.591,0.34,0.224,7.535,0.338,0.222,242.63,2.037,,,,737.773,21103.459,26203.379,9580.401,1.048,373.798,5368.31,10410.438,,33955.078,1.521,0.092,0.001,49.746,0.418,,,6.705,0.056,,,,,566.788,4.759,,,4043.987,9.516,4.752,3.881,3.405,8.548,3.297,2.213,2.582,0.016,0.706,0.978,5.216,,0.039,1.821,0.152,6.792,,1.761,0.003,0.011,0.014,0.001,,,,,138.252924,36.204824
533,Japan,1983,JPN,119793752.0,2719951093760.0,38.101,0.318,880.909,-16.498,-1.838,885.673,-18.44,-2.04,7.393,0.326,0.216,7.354,0.324,0.215,229.795,1.918,,,,775.874,21984.369,27089.051,9810.196,1.14,427.145,5373.073,10970.012,,34213.547,1.507,0.092,0.001,53.348,0.445,,,4.763,0.04,,,,,559.573,4.671,,,4098.569,9.296,4.635,3.72,3.142,8.582,3.336,2.243,2.593,0.017,0.767,0.971,5.278,,0.043,1.933,0.099,6.774,,1.775,0.003,0.012,0.015,0.001,,,,,138.252924,36.204824
534,Japan,1984,JPN,120470736.0,2826577117184.0,37.004,0.307,937.07,56.16,6.375,942.676,57.003,6.436,7.825,0.334,0.212,7.778,0.332,0.211,260.176,2.16,,,,812.879,22921.438,28031.729,10070.372,1.235,498.842,5378.679,11538.109,,36907.602,1.573,0.095,0.001,71.697,0.595,,,5.606,0.047,,,,,568.097,4.716,,,4446.286,8.859,4.765,3.775,3.393,8.594,3.377,2.274,2.609,0.017,0.85,0.963,5.337,,0.051,2.382,0.106,6.821,,1.791,0.003,0.012,0.015,0.001,,,,,138.252924,36.204824
535,Japan,1985,JPN,121119024.0,2950873743360.0,34.052,0.281,912.401,-24.669,-2.633,915.515,-27.161,-2.881,7.559,0.31,0.204,7.533,0.309,0.204,271.788,2.244,,,,846.931,23833.838,28947.242,10342.16,1.334,575.823,5381.793,12067.59,,36996.742,1.519,0.099,0.001,76.981,0.636,,,3.114,0.026,,,,,529.481,4.372,,,4481.009,8.054,4.489,3.604,3.307,8.571,3.41,2.3,2.624,0.018,0.931,0.954,5.375,,0.055,2.466,0.061,6.359,,1.804,0.003,0.012,0.016,0.001,,,,,138.252924,36.204824
536,Japan,1986,JPN,121710304.0,3036325871616.0,33.186,0.273,912.26,-0.141,-0.015,914.458,-1.057,-0.115,7.513,0.301,0.204,7.495,0.3,0.203,257.466,2.115,,,,880.117,24746.098,29861.701,10599.627,1.334,657.076,5383.991,12607.945,,36868.168,1.478,0.0,0.0,81.253,0.668,,,2.198,0.018,,,,,540.356,4.44,,,4487.236,7.536,4.423,3.552,3.089,8.527,3.439,2.326,2.633,0.018,1.013,0.946,5.409,,0.0,2.668,0.043,6.301,,1.815,0.003,0.013,0.016,0.001,,,,,138.252924,36.204824
537,Japan,1987,JPN,122268888.0,3162653589504.0,33.191,0.271,902.53,-9.73,-1.067,904.729,-9.73,-1.064,7.4,0.286,0.198,7.382,0.285,0.197,250.394,2.048,,,,913.308,25648.627,30766.43,10850.021,1.334,739.783,5386.19,13144.184,,37437.762,1.447,0.0,0.0,82.707,0.676,,,2.198,0.018,,,,,536.237,4.386,,,4577.474,7.228,4.242,3.429,2.906,8.472,3.462,2.348,2.639,0.018,1.085,0.938,5.437,,0.0,2.502,0.043,6.196,,1.824,0.003,0.013,0.017,0.001,,,,,138.252924,36.204824
538,Japan,1988,JPN,122798304.0,3358737825792.0,35.836,0.292,985.464,82.934,9.189,987.04,82.311,9.098,8.038,0.294,0.203,8.025,0.293,0.202,278.512,2.268,,,,949.144,26634.092,31753.471,11128.532,1.334,825.99,5387.765,13729.094,,39642.125,1.449,0.0,0.0,86.207,0.702,,,1.576,0.013,,,,,584.91,4.763,,,4867.986,7.41,4.458,3.633,3.126,8.426,3.491,2.374,2.649,0.017,1.153,0.93,5.476,,0.0,2.487,0.031,6.519,,1.834,0.003,0.014,0.017,0.001,,,,,138.252924,36.204824
539,Japan,1989,JPN,123270648.0,3520997621760.0,36.696,0.298,1021.682,36.217,3.675,1022.158,35.118,3.558,8.292,0.29,0.203,8.288,0.29,0.203,277.105,2.248,,,,985.84,27655.773,32775.629,11405.637,1.334,918.715,5388.242,14344.249,,40848.023,1.43,0.0,0.0,92.725,0.752,,,0.476,0.004,,,,,615.156,4.99,,,5035.362,7.436,4.559,3.747,3.11,8.385,3.521,2.401,2.659,0.017,1.22,0.923,5.52,,0.0,2.548,0.01,6.738,,1.846,0.003,0.014,0.017,0.001,,,,,138.252924,36.204824
540,Japan,1990,JPN,123686320.0,3699821510656.0,38.701,0.313,1158.129,136.448,13.355,1157.067,134.909,13.198,9.355,0.313,0.222,9.363,0.313,0.222,317.934,2.57,1317.659,10.653,0.356,1024.541,28813.904,33932.695,11723.571,1.525,1037.587,5387.179,15014.897,11.782,42192.621,1.411,0.192,0.002,118.872,0.961,9.556,8.944,-1.063,-0.009,37.47,0.303,27.63,0.223,670.648,5.422,0.095,11.782,5218.65,7.837,5.089,4.187,3.659,8.363,3.565,2.437,2.679,0.019,1.311,0.915,5.58,0.636,0.072,3.101,-0.022,7.251,5.246,1.863,0.003,0.015,0.018,0.001,1106.26,1181.92,159.53,13.775,138.252924,36.204824
541,Japan,1991,JPN,124073992.0,3824698523648.0,40.347,0.325,1169.778,11.648,1.006,1167.579,10.512,0.909,9.41,0.305,0.219,9.428,0.306,0.219,317.799,2.561,1336.396,10.771,0.349,1064.888,29983.682,35100.273,12041.37,1.741,1164.581,5384.981,15687.903,23.198,43008.559,1.395,0.215,0.002,126.994,1.024,9.65,9.041,-2.198,-0.018,37.49,0.302,26.95,0.217,673.007,5.424,0.092,11.415,5336.244,7.946,5.032,4.17,3.694,8.346,3.606,2.471,2.698,0.021,1.402,0.907,5.627,1.121,0.076,3.248,-0.046,6.921,5.262,1.881,0.003,0.015,0.018,0.001,1121.71,1197.37,166.618,14.244,138.252924,36.204824
542,Japan,1992,JPN,124444696.0,3855720120320.0,41.666,0.335,1179.504,9.727,0.831,1177.013,9.433,0.808,9.458,0.305,0.218,9.478,0.306,0.219,312.156,2.508,1423.635,11.44,0.369,1106.554,31163.188,36277.289,12353.526,1.949,1293.016,5382.489,16374.469,33.672,43327.996,1.398,0.208,0.002,128.435,1.032,9.727,9.119,-2.492,-0.02,37.93,0.305,27.27,0.219,686.565,5.517,0.084,10.475,5391.939,7.877,5.224,4.285,3.717,8.327,3.649,2.505,2.717,0.022,1.486,0.899,5.685,1.473,0.083,3.245,-0.051,7.442,4.82,1.9,0.003,0.016,0.019,0.001,1134.81,1210.48,244.131,20.698,138.252924,36.204824
543,Japan,1993,JPN,124779576.0,3861077295104.0,41.224,0.33,1172.487,-7.017,-0.595,1168.2,-8.812,-0.749,9.362,0.303,0.213,9.396,0.304,0.214,317.625,2.545,1395.227,11.182,0.361,1147.778,32335.674,37445.488,12671.152,2.16,1424.234,5378.203,17046.486,43.863,43862.707,1.418,0.212,0.002,131.217,1.052,9.648,9.042,-4.287,-0.034,37.97,0.304,27.22,0.218,672.018,5.386,0.082,10.19,5473.17,7.475,5.14,4.219,3.736,8.293,3.688,2.538,2.736,0.024,1.564,0.891,5.734,1.753,0.087,3.226,-0.088,7.279,4.706,1.919,0.003,0.016,0.019,0.001,1128.24,1203.9,222.74,18.997,138.252924,36.204824
544,Japan,1994,JPN,125119264.0,3898677133312.0,42.297,0.338,1227.514,55.026,4.693,1226.707,58.507,5.008,9.804,0.315,0.216,9.811,0.315,0.216,325.338,2.6,1468.175,11.734,0.377,1190.075,33563.188,38672.195,12996.489,2.392,1561.901,5377.396,17758.502,53.826,45380.566,1.456,0.231,0.002,137.668,1.1,10.084,9.479,-0.806,-0.006,38.3,0.306,28.69,0.229,712.016,5.691,0.08,9.963,5677.983,7.188,5.344,4.34,3.806,8.248,3.73,2.571,2.755,0.026,1.641,0.883,5.793,1.979,0.093,3.356,-0.015,7.684,4.6,1.939,0.003,0.017,0.02,0.001,1185.98,1261.69,240.661,19.606,138.252924,36.204824
545,Japan,1995,JPN,125433968.0,4003033513984.0,42.142,0.336,1239.909,12.396,1.01,1234.67,7.962,0.649,9.843,0.308,0.207,9.885,0.31,0.208,335.293,2.673,1499.94,11.958,0.375,1232.217,34803.098,39906.863,13331.782,2.913,1704.55,5372.157,18467.832,63.801,47580.195,1.491,0.522,0.004,142.649,1.137,10.181,9.577,-5.24,-0.042,37.43,0.298,28.45,0.227,709.328,5.655,0.08,9.975,5968.173,6.77,5.285,4.295,3.813,8.187,3.77,2.604,2.774,0.031,1.715,0.875,5.846,2.168,0.213,3.388,-0.099,7.575,4.462,1.958,0.003,0.017,0.02,0.001,1201.33,1277.0,260.031,20.972,138.252924,36.204824
546,Japan,1996,JPN,125726224.0,4124648144896.0,42.56,0.339,1252.447,12.538,1.011,1246.841,12.171,0.986,9.917,0.302,0.205,9.962,0.304,0.206,344.117,2.737,1493.182,11.876,0.362,1274.777,36055.543,41153.707,13675.899,3.484,1852.999,5366.551,19174.719,73.664,48386.641,1.475,0.571,0.005,148.448,1.181,10.275,9.673,-5.606,-0.045,36.51,0.29,29.43,0.234,706.888,5.622,0.078,9.863,6083.47,6.699,5.184,4.235,3.817,8.127,3.806,2.634,2.794,0.036,1.786,0.867,5.89,2.328,0.231,3.377,-0.106,7.33,4.445,1.976,0.002,0.018,0.021,0.001,1216.15,1291.86,240.735,19.221,138.252924,36.204824
